Escritório de vendas|Fornecedor|Material|Data|Val.líq.
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|20.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|10.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|20.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|10.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|25.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|20.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|15.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|35.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|7.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|7.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|70.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|15.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|10.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|10.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|365.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|331.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|401.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|345.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|275.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|48.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|25.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|30.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|12.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|30.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|15.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|30.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|15.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|15.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|15.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|15.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|40.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|20.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|15.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|30.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|12.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|24.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|12.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|15.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|10.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|20.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|15.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|12.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|47.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|55.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|10.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|15.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|10.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|20.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|15.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|50.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|15.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|12.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|12.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|40.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|15.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|15.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|20.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|10.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|15.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|15.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|10.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|20.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|12.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|15.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|20.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|12.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|15.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|12.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|20.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|12.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|15.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|35.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|15.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|20.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|15.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|15.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|10.0
101|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|12.0
101|TNL|131316             RECARGA VIRTUAL OI R$ 1,00|31.12.2019|10.0
101|TNL|131316             RECARGA VIRTUAL OI R$ 1,00|02.01.2020|20.0
101|TNL|131316             RECARGA VIRTUAL OI R$ 1,00|03.01.2020|30.0
101|TNL|131316             RECARGA VIRTUAL OI R$ 1,00|30.12.2019|15.0
101|TNL|131316             RECARGA VIRTUAL OI R$ 1,00|30.12.2019|15.0
101|TNL|131316             RECARGA VIRTUAL OI R$ 1,00|30.12.2019|15.0
101|TNL|131316             RECARGA VIRTUAL OI R$ 1,00|31.12.2019|15.0
101|TNL|131316             RECARGA VIRTUAL OI R$ 1,00|02.01.2020|15.0
101|TNL|131316             RECARGA VIRTUAL OI R$ 1,00|30.12.2019|220.0
101|TNL|131316             RECARGA VIRTUAL OI R$ 1,00|31.12.2019|95.0
101|TNL|131316             RECARGA VIRTUAL OI R$ 1,00|02.01.2020|165.0
101|TNL|131316             RECARGA VIRTUAL OI R$ 1,00|03.01.2020|185.0
101|TNL|131316             RECARGA VIRTUAL OI R$ 1,00|04.01.2020|210.0
101|TNL|131316             RECARGA VIRTUAL OI R$ 1,00|30.12.2019|15.0
101|TNL|131316             RECARGA VIRTUAL OI R$ 1,00|30.12.2019|60.0
101|TNL|131316             RECARGA VIRTUAL OI R$ 1,00|30.12.2019|20.0
101|TNL|131316             RECARGA VIRTUAL OI R$ 1,00|04.01.2020|15.0
101|TNL|131316             RECARGA VIRTUAL OI R$ 1,00|30.12.2019|15.0
101|TNL|131316             RECARGA VIRTUAL OI R$ 1,00|04.01.2020|15.0
101|TNL|131316             RECARGA VIRTUAL OI R$ 1,00|30.12.2019|25.0
101|TNL|131316             RECARGA VIRTUAL OI R$ 1,00|02.01.2020|15.0
101|TNL|131316             RECARGA VIRTUAL OI R$ 1,00|02.01.2020|15.0
101|TNL|131316             RECARGA VIRTUAL OI R$ 1,00|03.01.2020|15.0
101|TNL|131316             RECARGA VIRTUAL OI R$ 1,00|30.12.2019|25.0
101|TNL|131316             RECARGA VIRTUAL OI R$ 1,00|31.12.2019|30.0
101|TNL|131316             RECARGA VIRTUAL OI R$ 1,00|03.01.2020|25.0
101|TNL|131316             RECARGA VIRTUAL OI R$ 1,00|04.01.2020|15.0
101|TNL|131316             RECARGA VIRTUAL OI R$ 1,00|30.12.2019|30.0
101|TNL|131316             RECARGA VIRTUAL OI R$ 1,00|04.01.2020|20.0
101|TNL|131316             RECARGA VIRTUAL OI R$ 1,00|03.01.2020|15.0
101|TNL|131316             RECARGA VIRTUAL OI R$ 1,00|04.01.2020|15.0
101|TNL|131316             RECARGA VIRTUAL OI R$ 1,00|30.12.2019|15.0
101|TNL|131316             RECARGA VIRTUAL OI R$ 1,00|04.01.2020|15.0
101|TNL|131316             RECARGA VIRTUAL OI R$ 1,00|03.01.2020|10.0
101|TNL|131316             RECARGA VIRTUAL OI R$ 1,00|02.01.2020|15.0
101|TNL|131316             RECARGA VIRTUAL OI R$ 1,00|02.01.2020|15.0
101|TNL|131316             RECARGA VIRTUAL OI R$ 1,00|04.01.2020|30.0
101|TNL|131316             RECARGA VIRTUAL OI R$ 1,00|03.01.2020|30.0
101|TNL|131316             RECARGA VIRTUAL OI R$ 1,00|30.12.2019|15.0
101|TNL|131316             RECARGA VIRTUAL OI R$ 1,00|04.01.2020|15.0
101|TNL|131316             RECARGA VIRTUAL OI R$ 1,00|04.01.2020|20.0
101|TNL|131316             RECARGA VIRTUAL OI R$ 1,00|02.01.2020|20.0
101|TNL|131316             RECARGA VIRTUAL OI R$ 1,00|30.12.2019|40.0
101|TNL|131316             RECARGA VIRTUAL OI R$ 1,00|02.01.2020|20.0
101|TNL|131316             RECARGA VIRTUAL OI R$ 1,00|04.01.2020|20.0
101|TNL|131316             RECARGA VIRTUAL OI R$ 1,00|03.01.2020|55.0
101|TIM|177914             RECARGA VIRTUAL TIM R$ 1,00|30.12.2019|30.0
101|TIM|177914             RECARGA VIRTUAL TIM R$ 1,00|03.01.2020|15.0
101|TIM|177914             RECARGA VIRTUAL TIM R$ 1,00|03.01.2020|10.0
101|TIM|177914             RECARGA VIRTUAL TIM R$ 1,00|30.12.2019|30.0
101|TIM|177914             RECARGA VIRTUAL TIM R$ 1,00|02.01.2020|20.0
101|TIM|177914             RECARGA VIRTUAL TIM R$ 1,00|31.12.2019|15.0
101|TIM|177914             RECARGA VIRTUAL TIM R$ 1,00|30.12.2019|30.0
101|TIM|177914             RECARGA VIRTUAL TIM R$ 1,00|31.12.2019|60.0
101|TIM|177914             RECARGA VIRTUAL TIM R$ 1,00|02.01.2020|80.0
101|TIM|177914             RECARGA VIRTUAL TIM R$ 1,00|03.01.2020|50.0
101|TIM|177914             RECARGA VIRTUAL TIM R$ 1,00|04.01.2020|60.0
101|TIM|177914             RECARGA VIRTUAL TIM R$ 1,00|31.12.2019|35.0
101|TIM|177914             RECARGA VIRTUAL TIM R$ 1,00|31.12.2019|60.0
101|TIM|177914             RECARGA VIRTUAL TIM R$ 1,00|30.12.2019|60.0
101|TIM|177914             RECARGA VIRTUAL TIM R$ 1,00|03.01.2020|10.0
101|TIM|177914             RECARGA VIRTUAL TIM R$ 1,00|03.01.2020|35.0
101|TIM|177914             RECARGA VIRTUAL TIM R$ 1,00|30.12.2019|60.0
101|TIM|177914             RECARGA VIRTUAL TIM R$ 1,00|03.01.2020|40.0
101|TIM|177914             RECARGA VIRTUAL TIM R$ 1,00|03.01.2020|10.0
101|TIM|177914             RECARGA VIRTUAL TIM R$ 1,00|04.01.2020|20.0
101|TIM|177914             RECARGA VIRTUAL TIM R$ 1,00|30.12.2019|10.0
101|TIM|177914             RECARGA VIRTUAL TIM R$ 1,00|03.01.2020|10.0
101|TIM|177914             RECARGA VIRTUAL TIM R$ 1,00|02.01.2020|60.0
101|TIM|177914             RECARGA VIRTUAL TIM R$ 1,00|30.12.2019|15.0
101|TIM|177914             RECARGA VIRTUAL TIM R$ 1,00|04.01.2020|10.0
101|TIM|177914             RECARGA VIRTUAL TIM R$ 1,00|02.01.2020|20.0
101|TIM|177914             RECARGA VIRTUAL TIM R$ 1,00|30.12.2019|20.0
101|TIM|177914             RECARGA VIRTUAL TIM R$ 1,00|03.01.2020|55.0
101|TIM|177914             RECARGA VIRTUAL TIM R$ 1,00|04.01.2020|15.0
101|TIM|177914             RECARGA VIRTUAL TIM R$ 1,00|02.01.2020|10.0
101|TIM|177914             RECARGA VIRTUAL TIM R$ 1,00|04.01.2020|10.0
101|TIM|177914             RECARGA VIRTUAL TIM R$ 1,00|03.01.2020|10.0
101|CLARO|131317             RECARGA VIRTUAL CLARO R$ 1,00|03.01.2020|20.0
101|CLARO|131317             RECARGA VIRTUAL CLARO R$ 1,00|30.12.2019|20.0
101|CLARO|131317             RECARGA VIRTUAL CLARO R$ 1,00|04.01.2020|35.0
101|CLARO|131317             RECARGA VIRTUAL CLARO R$ 1,00|02.01.2020|13.0
101|CLARO|131317             RECARGA VIRTUAL CLARO R$ 1,00|31.12.2019|15.0
101|CLARO|131317             RECARGA VIRTUAL CLARO R$ 1,00|02.01.2020|15.0
101|CLARO|131317             RECARGA VIRTUAL CLARO R$ 1,00|30.12.2019|215.0
101|CLARO|131317             RECARGA VIRTUAL CLARO R$ 1,00|31.12.2019|100.0
101|CLARO|131317             RECARGA VIRTUAL CLARO R$ 1,00|02.01.2020|90.0
101|CLARO|131317             RECARGA VIRTUAL CLARO R$ 1,00|03.01.2020|210.0
101|CLARO|131317             RECARGA VIRTUAL CLARO R$ 1,00|04.01.2020|171.0
101|CLARO|131317             RECARGA VIRTUAL CLARO R$ 1,00|03.01.2020|10.0
101|CLARO|131317             RECARGA VIRTUAL CLARO R$ 1,00|03.01.2020|20.0
101|CLARO|131317             RECARGA VIRTUAL CLARO R$ 1,00|03.01.2020|10.0
101|CLARO|131317             RECARGA VIRTUAL CLARO R$ 1,00|31.12.2019|80.0
101|CLARO|131317             RECARGA VIRTUAL CLARO R$ 1,00|03.01.2020|20.0
101|CLARO|131317             RECARGA VIRTUAL CLARO R$ 1,00|30.12.2019|30.0
101|CLARO|131317             RECARGA VIRTUAL CLARO R$ 1,00|03.01.2020|15.0
101|CLARO|131317             RECARGA VIRTUAL CLARO R$ 1,00|30.12.2019|13.0
101|CLARO|131317             RECARGA VIRTUAL CLARO R$ 1,00|30.12.2019|20.0
101|CLARO|131317             RECARGA VIRTUAL CLARO R$ 1,00|31.12.2019|15.0
101|CLARO|131317             RECARGA VIRTUAL CLARO R$ 1,00|03.01.2020|30.0
101|CLARO|131317             RECARGA VIRTUAL CLARO R$ 1,00|30.12.2019|15.0
101|CLARO|131317             RECARGA VIRTUAL CLARO R$ 1,00|02.01.2020|10.0
101|CLARO|131317             RECARGA VIRTUAL CLARO R$ 1,00|30.12.2019|20.0
101|CLARO|131317             RECARGA VIRTUAL CLARO R$ 1,00|30.12.2019|20.0
101|CLARO|131317             RECARGA VIRTUAL CLARO R$ 1,00|02.01.2020|10.0
101|CLARO|131317             RECARGA VIRTUAL CLARO R$ 1,00|31.12.2019|20.0
101|CLARO|131317             RECARGA VIRTUAL CLARO R$ 1,00|02.01.2020|15.0
101|CLARO|131317             RECARGA VIRTUAL CLARO R$ 1,00|31.12.2019|20.0
101|CLARO|131317             RECARGA VIRTUAL CLARO R$ 1,00|31.12.2019|20.0
101|CLARO|131317             RECARGA VIRTUAL CLARO R$ 1,00|30.12.2019|20.0
101|CLARO|131317             RECARGA VIRTUAL CLARO R$ 1,00|02.01.2020|20.0
101|CLARO|131317             RECARGA VIRTUAL CLARO R$ 1,00|30.12.2019|15.0
101|CLARO|131317             RECARGA VIRTUAL CLARO R$ 1,00|30.12.2019|10.0
101|CLARO|131317             RECARGA VIRTUAL CLARO R$ 1,00|03.01.2020|20.0
101|CLARO|131317             RECARGA VIRTUAL CLARO R$ 1,00|31.12.2019|20.0
101|CLARO|131317             RECARGA VIRTUAL CLARO R$ 1,00|04.01.2020|35.0
101|CLARO|131317             RECARGA VIRTUAL CLARO R$ 1,00|03.01.2020|20.0
101|CLARO|131317             RECARGA VIRTUAL CLARO R$ 1,00|30.12.2019|10.0
101|CLARO|131317             RECARGA VIRTUAL CLARO R$ 1,00|30.12.2019|20.0
101|CLARO|131317             RECARGA VIRTUAL CLARO R$ 1,00|02.01.2020|20.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|30.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|50.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|30.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|40.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|20.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|20.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|25.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|05.01.2020|35.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|15.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|15.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|35.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|24.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|10.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|20.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|10.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|15.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|05.01.2020|20.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|15.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|35.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|35.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|25.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|10.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|12.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|15.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|15.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|10.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|35.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|15.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|15.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|20.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|30.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|30.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|50.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|20.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|30.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|10.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|12.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|55.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|20.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|40.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|15.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|25.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|40.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|20.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|10.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|35.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|20.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|346.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|178.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|206.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|344.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|161.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|05.01.2020|32.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|20.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|15.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|12.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|10.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|15.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|20.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|12.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|20.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|15.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|12.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|15.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|50.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|10.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|20.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|15.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|15.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|10.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|20.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|12.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|05.01.2020|20.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|10.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|12.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|12.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|20.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|12.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|15.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|20.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|20.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|15.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|30.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|15.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|15.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|12.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|45.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|10.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|12.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|12.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|20.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|20.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|20.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|12.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|15.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|15.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|15.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|15.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|12.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|24.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|10.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|30.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|15.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|15.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|15.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|10.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|20.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|12.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|37.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|15.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|20.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|20.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|12.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|10.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|10.0
103|VIVO|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|15.0
